horasEstudo,numeroFaltas,media,suporte,reforco,cluster
0.18,0.79,0.23,0.50,0.00,0
0.69,0.00,0.96,0.75,0.00,1
0.57,0.83,0.30,1.00,0.00,2
0.86,0.90,0.24,0.75,0.00,3
0.12,0.21,0.63,0.75,1.00,4
0.79,0.38,0.61,0.75,0.00,1
0.67,0.31,0.66,0.50,1.00,4
0.12,0.97,0.10,0.00,1.00,4
0.70,0.38,0.60,0.00,1.00,4
0.44,0.34,0.65,0.25,1.00,4
0.95,0.10,1.00,0.75,1.00,4
0.14,0.62,0.35,1.00,1.00,4
0.64,0.17,0.86,1.00,0.00,1
0.38,0.83,0.03,0.00,0.00,0
0.96,0.28,0.73,1.00,1.00,4
0.33,0.66,0.24,0.50,0.00,0
0.96,0.31,0.75,0.75,1.00,4
0.90,0.14,0.76,0.25,1.00,4
0.27,0.90,0.00,0.00,0.00,0
0.80,0.41,0.69,0.50,1.00,4
1.00,0.28,0.80,0.75,0.00,1
0.25,0.03,0.85,0.25,0.00,1
0.44,0.59,0.37,0.25,0.00,0
0.52,0.69,0.39,1.00,0.00,2
0.30,0.00,0.89,1.00,0.00,1
0.02,0.79,0.05,0.00,0.00,0
0.22,0.69,0.34,0.75,0.00,2
0.28,0.38,0.54,0.50,1.00,4
0.44,0.31,0.62,0.50,0.00,1
0.17,0.03,0.80,0.50,0.00,1
0.87,0.93,0.11,0.50,0.00,3
0.71,0.28,0.70,0.50,1.00,4
0.09,0.03,0.75,0.50,1.00,4
0.65,0.76,0.29,0.50,0.00,3
0.65,0.79,0.42,0.75,0.00,3
0.96,1.00,0.41,0.75,1.00,4
0.00,0.72,0.13,0.50,0.00,0
0.25,0.45,0.49,0.25,0.00,0
0.93,0.34,0.70,0.75,0.00,1
0.93,0.76,0.31,0.75,0.00,3
0.72,0.34,0.69,0.75,1.00,4
0.77,0.55,0.48,0.50,0.00,3
0.09,0.10,0.68,0.25,0.00,1
0.51,0.41,0.56,0.75,0.00,1
0.23,0.21,0.65,0.50,1.00,4
0.18,0.52,0.55,1.00,1.00,4
0.81,0.00,0.83,0.75,1.00,4
0.14,0.41,0.43,0.25,0.00,0
0.47,0.00,0.82,0.50,0.00,1
0.94,0.34,0.64,0.75,1.00,4
0.19,0.17,0.59,0.50,0.00,1
0.98,0.66,0.37,0.50,1.00,4
1.00,0.07,0.88,0.75,0.00,1
0.56,0.38,0.60,0.75,0.00,1
0.17,0.14,0.63,0.25,0.00,1
0.32,0.28,0.61,0.50,1.00,4
0.42,0.86,0.32,1.00,1.00,4
0.31,0.86,0.27,1.00,0.00,2
0.28,0.38,0.55,0.75,0.00,2
0.97,1.00,0.40,1.00,1.00,4
0.15,1.00,0.12,0.50,0.00,0
0.73,0.93,0.30,0.50,1.00,4
0.00,0.90,0.07,0.50,0.00,0
0.60,0.31,0.68,0.25,0.00,1
0.92,0.62,0.38,0.50,0.00,3
0.29,0.14,0.78,0.50,0.00,1
0.19,0.86,0.25,0.75,0.00,2
0.65,0.14,0.84,0.75,0.00,1
0.71,0.28,0.70,0.75,0.00,1
0.69,0.90,0.17,0.50,0.00,3
0.32,0.93,0.08,0.25,0.00,0
0.25,0.86,0.22,0.50,1.00,4
0.96,0.90,0.38,0.75,0.00,3
0.92,0.66,0.43,0.25,0.00,3
0.46,0.55,0.49,0.50,0.00,0
0.85,0.31,0.66,0.50,0.00,1
0.45,0.69,0.42,0.75,1.00,4
0.42,0.00,0.77,0.75,0.00,1
0.16,0.72,0.41,0.75,1.00,4
0.43,0.93,0.08,0.50,0.00,0
0.54,0.52,0.48,0.50,0.00,3
0.02,0.86,0.11,0.25,0.00,0
0.44,0.86,0.18,0.25,1.00,4
0.78,0.48,0.44,0.25,1.00,4
0.68,0.76,0.24,0.25,0.00,3
0.64,0.55,0.48,0.25,1.00,4
0.91,0.86,0.17,0.25,0.00,3
0.02,0.66,0.18,0.25,1.00,4
0.56,0.83,0.17,0.75,0.00,2
0.79,0.41,0.76,1.00,0.00,1
0.54,0.00,0.93,0.75,0.00,1
0.32,0.83,0.21,0.00,1.00,4
0.14,0.24,0.65,0.50,1.00,4
0.89,0.14,0.84,0.75,1.00,4
0.47,0.17,0.77,0.25,1.00,4
0.88,0.76,0.29,0.75,0.00,3
0.59,0.66,0.34,0.50,1.00,4
0.67,1.00,0.28,1.00,1.00,4
0.81,0.45,0.64,0.75,0.00,1
0.66,0.72,0.41,0.75,0.00,3
0.40,0.76,0.23,0.75,0.00,2
0.51,0.34,0.68,0.25,1.00,4
0.80,0.17,0.74,0.25,1.00,4
0.37,0.34,0.57,0.50,1.00,4
0.39,0.41,0.44,0.25,1.00,4
0.10,0.38,0.51,0.25,1.00,4
0.92,0.72,0.42,0.50,1.00,4
0.09,0.03,0.91,0.75,1.00,4
0.65,0.69,0.34,0.00,0.00,0
0.41,0.07,0.70,0.25,0.00,1
0.41,0.76,0.33,0.50,0.00,0
0.68,0.10,0.85,0.50,1.00,4
0.07,0.55,0.34,0.25,0.00,0
0.59,0.93,0.18,1.00,0.00,2
0.77,0.93,0.10,0.50,0.00,3
0.83,0.72,0.43,0.50,0.00,3
0.17,0.17,0.65,0.00,0.00,1
0.90,0.21,0.75,0.50,0.00,1
0.66,0.48,0.53,0.75,0.00,3
0.88,0.34,0.68,0.25,0.00,1
0.49,0.79,0.20,0.50,0.00,0
0.54,0.07,0.63,0.00,0.00,1
0.92,1.00,0.23,1.00,0.00,3
0.90,0.17,0.76,0.00,0.00,1
0.45,0.86,0.21,0.75,0.00,2
0.27,0.03,0.71,0.50,0.00,1
0.39,0.97,0.20,0.50,1.00,4
0.39,0.45,0.47,0.75,0.00,2
0.29,0.28,0.68,0.25,0.00,1
0.27,0.59,0.38,0.50,0.00,0
0.86,0.62,0.47,0.50,0.00,3
0.07,0.38,0.51,0.00,0.00,0
0.68,0.41,0.63,0.75,0.00,1
0.17,0.86,0.03,0.00,0.00,0
0.34,0.38,0.49,0.75,0.00,2
0.06,0.38,0.55,0.50,0.00,1
0.27,0.59,0.43,0.25,1.00,4
0.77,0.28,0.63,0.75,0.00,1
0.89,0.55,0.61,0.50,1.00,4
0.22,0.69,0.34,0.50,0.00,0
0.46,0.52,0.39,0.50,0.00,0
0.47,0.55,0.40,0.25,0.00,0
0.87,0.69,0.51,0.75,1.00,4
0.76,0.79,0.25,0.50,0.00,3
0.51,0.24,0.52,0.25,0.00,1
0.67,0.34,0.66,0.75,0.00,1
0.85,0.79,0.34,0.00,0.00,3
0.01,0.03,0.76,0.25,1.00,4
0.40,0.24,0.63,0.50,0.00,1
0.91,0.38,0.59,0.75,0.00,3
0.74,0.69,0.40,1.00,0.00,2
0.54,0.00,0.89,0.75,0.00,1
0.53,0.76,0.40,0.50,0.00,3
0.35,0.41,0.66,0.75,0.00,1
0.52,0.72,0.23,0.50,0.00,3
0.66,0.69,0.39,0.25,1.00,4
0.42,0.55,0.45,1.00,0.00,2
0.71,0.45,0.47,0.25,1.00,4
0.86,0.45,0.64,0.50,0.00,3
0.15,0.52,0.39,0.75,0.00,2
0.45,0.55,0.45,0.75,0.00,2
0.41,0.17,0.65,0.00,1.00,4
0.69,0.86,0.13,0.00,0.00,0
0.25,0.93,0.18,0.50,0.00,0
0.64,0.21,0.68,0.50,0.00,1
0.88,0.86,0.32,0.50,1.00,4
0.42,0.86,0.19,0.50,0.00,0
0.91,0.00,0.94,1.00,0.00,1
0.99,0.83,0.29,0.25,0.00,3
0.11,0.48,0.47,0.50,1.00,4
0.23,0.66,0.27,0.50,1.00,4
0.95,0.69,0.33,0.25,0.00,3
0.96,0.59,0.43,0.25,0.00,3
0.10,1.00,0.14,1.00,1.00,4
0.01,0.93,0.09,0.75,1.00,4
0.16,0.86,0.07,0.25,0.00,0
1.00,0.41,0.63,0.75,1.00,4
0.18,0.79,0.13,0.25,0.00,0
0.50,1.00,0.21,0.75,0.00,2
0.85,0.03,0.85,0.00,1.00,4
0.02,0.62,0.34,0.75,0.00,2
0.61,0.48,0.51,0.00,1.00,4
0.28,0.38,0.44,0.50,0.00,1
0.86,0.48,0.50,0.75,0.00,3
0.28,0.83,0.19,0.25,1.00,4
0.69,0.59,0.37,0.50,0.00,3
0.67,0.45,0.54,0.00,0.00,3
0.22,0.17,0.78,0.75,1.00,4
0.03,0.38,0.50,0.50,0.00,0
0.41,0.66,0.34,0.50,0.00,0
0.29,0.76,0.33,1.00,1.00,4
0.81,1.00,0.15,0.50,0.00,3
0.80,1.00,0.17,0.00,1.00,4
0.46,0.17,0.70,0.75,1.00,4
0.61,0.86,0.19,0.75,0.00,3
0.60,1.00,0.18,1.00,0.00,2
0.83,0.28,0.73,0.25,1.00,4
0.43,1.00,0.14,0.50,0.00,0
0.28,0.83,0.32,0.75,0.00,2
0.27,0.86,0.30,0.75,0.00,2
0.54,0.10,0.83,0.75,0.00,1
0.45,0.55,0.37,0.25,0.00,0
0.44,0.03,0.83,0.25,1.00,4
0.09,0.52,0.40,0.25,1.00,4
0.72,0.79,0.51,1.00,0.00,2
0.21,0.45,0.42,0.25,0.00,0
0.20,0.86,0.12,0.50,0.00,0
0.41,0.24,0.56,0.50,0.00,1
0.23,0.45,0.56,0.50,1.00,4
0.58,0.03,0.86,0.50,1.00,4
0.37,0.52,0.54,0.75,1.00,4
0.45,0.10,0.69,0.50,0.00,1
0.54,0.00,0.83,0.25,0.00,1
0.20,0.76,0.23,0.50,0.00,0
0.16,0.66,0.29,0.75,0.00,2
0.88,0.90,0.31,1.00,0.00,3
0.43,0.45,0.58,0.75,1.00,4
0.41,0.24,0.71,0.75,1.00,4
0.04,0.83,0.24,0.50,1.00,4
0.50,0.93,0.21,0.75,1.00,4
0.55,0.83,0.24,1.00,0.00,2
0.56,0.07,0.81,0.50,0.00,1
0.71,0.14,0.63,0.00,0.00,1
0.18,0.17,0.69,1.00,0.00,1
0.25,0.72,0.24,0.75,0.00,2
0.81,0.86,0.33,0.50,1.00,4
0.95,0.24,0.83,1.00,0.00,1
0.14,0.17,0.58,0.50,0.00,1
0.50,0.17,0.73,0.50,0.00,1
0.21,0.10,0.84,0.75,0.00,1
0.06,0.21,0.54,0.25,0.00,1
0.33,1.00,0.05,0.75,0.00,2
0.14,1.00,0.00,0.25,0.00,0
0.71,0.79,0.22,0.25,1.00,4
0.53,0.62,0.46,0.50,0.00,3
0.14,0.21,0.62,0.50,0.00,1
0.01,0.07,0.66,0.25,0.00,1
0.81,0.24,0.79,1.00,1.00,4
0.18,0.00,0.73,0.50,0.00,1
0.61,0.00,0.93,0.25,1.00,4
0.34,0.45,0.53,0.50,1.00,4
0.59,0.17,0.64,0.75,1.00,4
0.32,0.31,0.53,0.50,0.00,1
0.09,0.83,0.12,0.25,0.00,0
0.22,0.93,0.00,0.25,0.00,0
0.19,0.45,0.45,0.50,0.00,0
0.43,0.10,0.67,0.50,0.00,1
0.66,0.17,0.78,0.75,1.00,4
0.26,0.52,0.61,1.00,1.00,4
0.01,0.93,0.15,0.25,0.00,0
0.52,0.69,0.35,0.75,0.00,2
0.61,0.93,0.34,1.00,1.00,4
0.96,0.00,0.88,1.00,0.00,1
0.59,0.17,0.76,1.00,0.00,1
0.47,0.28,0.64,0.75,0.00,1
0.57,0.48,0.53,0.50,1.00,4
0.93,0.38,0.58,0.50,0.00,3
0.83,0.07,0.84,0.50,1.00,4
0.32,0.34,0.56,0.75,0.00,1
0.24,0.48,0.51,0.50,0.00,0
0.26,0.07,0.68,0.25,0.00,1
0.50,0.45,0.46,0.25,0.00,0
0.74,0.03,0.82,0.75,0.00,1
0.50,0.97,0.19,0.75,0.00,2
0.07,0.10,0.74,0.50,1.00,4
0.72,0.86,0.11,0.25,0.00,3
0.81,0.62,0.46,0.75,1.00,4
0.29,0.38,0.47,0.00,1.00,4
0.66,0.03,0.84,0.50,1.00,4
0.43,0.55,0.42,0.50,1.00,4
0.89,0.07,0.83,1.00,0.00,1
0.85,0.31,0.69,0.50,0.00,1
0.53,0.52,0.51,0.50,1.00,4
0.69,0.72,0.37,0.75,1.00,4
0.88,0.28,0.72,0.50,1.00,4
0.50,0.34,0.50,0.25,0.00,1
0.31,0.69,0.27,0.50,0.00,0
0.75,0.48,0.65,1.00,0.00,2
0.22,0.07,0.84,0.50,1.00,4
0.39,0.52,0.53,0.75,0.00,2
0.87,1.00,0.26,1.00,0.00,3
0.73,0.69,0.40,0.75,0.00,3
0.40,0.69,0.35,0.75,0.00,2
0.21,0.69,0.29,0.75,0.00,2
0.36,0.93,0.24,1.00,1.00,4
0.28,0.38,0.58,1.00,1.00,4
0.18,0.76,0.23,1.00,0.00,2
0.74,0.14,0.73,0.75,0.00,1
0.25,0.21,0.69,0.50,1.00,4
0.45,0.28,0.76,0.25,0.00,1
0.39,0.69,0.38,0.50,1.00,4
0.98,0.59,0.62,1.00,0.00,3
0.39,0.69,0.40,0.75,0.00,2
0.08,0.24,0.55,0.50,0.00,1
0.09,0.38,0.45,0.50,1.00,4
0.59,0.66,0.39,0.50,0.00,3
0.60,0.03,0.73,0.50,0.00,1
0.42,0.31,0.63,0.75,0.00,1
0.43,0.62,0.37,0.50,0.00,0
0.05,0.28,0.42,0.25,0.00,0
0.52,0.83,0.19,0.50,0.00,0
0.51,0.79,0.22,0.25,0.00,0
0.15,0.24,0.55,1.00,0.00,2
0.10,0.79,0.16,0.50,0.00,0
0.12,0.79,0.24,1.00,0.00,2
0.10,0.79,0.09,0.25,0.00,0
0.61,0.00,0.69,0.25,0.00,1
0.20,0.17,0.62,0.75,0.00,1
0.25,0.38,0.52,0.75,0.00,2
0.17,0.83,0.19,0.50,0.00,0
0.96,0.79,0.25,0.25,0.00,3
0.86,0.62,0.34,0.00,0.00,3
0.23,0.90,0.12,0.75,0.00,2
0.33,0.55,0.46,0.25,0.00,0
0.21,0.03,0.73,0.50,1.00,4
0.49,0.34,0.57,0.75,1.00,4
0.02,0.59,0.21,0.00,0.00,0
0.67,0.76,0.37,0.25,0.00,3
0.52,0.93,0.16,0.00,1.00,4
0.90,0.72,0.46,1.00,1.00,4
0.16,0.34,0.54,0.50,0.00,1
0.80,0.59,0.45,1.00,0.00,2
0.79,0.24,0.75,0.25,0.00,1
0.13,0.48,0.53,0.75,0.00,2
0.40,0.28,0.57,0.25,0.00,1
0.17,0.48,0.37,0.50,0.00,0
0.25,0.21,0.63,0.75,1.00,4
0.26,0.66,0.34,0.75,0.00,2
0.56,0.41,0.62,0.75,0.00,1
0.41,0.41,0.54,0.75,0.00,2
0.95,0.00,0.87,0.25,0.00,1
0.13,0.66,0.28,0.50,0.00,0
0.97,0.10,0.83,0.50,0.00,1
0.23,0.79,0.24,0.75,0.00,2
0.77,0.10,0.84,0.25,0.00,1
0.34,0.10,0.90,1.00,1.00,4
0.14,0.41,0.57,0.50,0.00,1
0.86,0.03,0.85,0.75,0.00,1
0.31,0.93,0.11,0.25,0.00,0
0.66,0.86,0.21,0.50,0.00,3
0.57,0.76,0.32,0.75,0.00,2
0.47,0.48,0.53,0.50,0.00,1
0.50,0.10,0.83,1.00,0.00,1
0.73,0.90,0.24,0.75,0.00,3
0.09,0.17,0.63,0.50,1.00,4
0.67,0.07,0.75,0.75,0.00,1
0.90,0.21,0.79,0.75,0.00,1
0.06,0.17,0.48,0.75,0.00,1
0.14,0.07,0.76,0.25,1.00,4
0.72,0.10,0.86,0.50,0.00,1
0.44,0.31,0.61,0.75,0.00,1
0.40,1.00,0.29,0.75,1.00,4
0.14,0.69,0.21,0.50,0.00,0
0.51,0.28,0.60,0.25,0.00,1
0.13,1.00,0.00,0.50,0.00,0
0.48,0.17,0.69,0.00,1.00,4
0.76,0.97,0.09,0.75,1.00,4
0.26,0.66,0.42,0.75,1.00,4
0.48,0.90,0.14,0.50,1.00,4
0.99,0.34,0.78,0.75,1.00,4
0.69,0.21,0.70,0.50,0.00,1
0.84,0.59,0.53,0.75,1.00,4
0.42,0.10,0.67,0.25,0.00,1
0.77,0.14,0.70,0.50,0.00,1
0.04,0.10,0.78,0.75,0.00,1
0.12,0.10,0.65,0.25,0.00,1
0.20,0.90,0.19,0.50,1.00,4
0.40,0.41,0.57,0.50,0.00,1
0.85,0.52,0.38,0.25,0.00,3
0.35,0.83,0.28,0.25,0.00,0
0.66,0.45,0.40,0.25,1.00,4
0.71,0.34,0.78,1.00,0.00,1
0.59,0.97,0.20,0.75,0.00,3
0.36,0.03,0.74,0.50,0.00,1
0.58,0.72,0.39,0.75,0.00,2
0.34,0.45,0.46,0.00,0.00,0
0.08,0.79,0.24,0.50,0.00,0
0.99,0.79,0.35,0.25,1.00,4
0.13,0.90,0.06,0.25,0.00,0
0.07,0.21,0.66,0.75,0.00,1
0.88,0.86,0.13,0.25,0.00,3
0.30,0.34,0.58,0.75,0.00,1
0.65,0.10,0.69,0.50,0.00,1
0.33,0.21,0.52,0.00,0.00,1
0.39,0.97,0.19,0.75,0.00,2
0.26,0.52,0.45,0.50,1.00,4
0.34,0.86,0.18,0.50,0.00,0
0.41,0.17,0.61,0.25,0.00,1
0.72,0.90,0.11,0.00,0.00,0
0.51,0.17,0.75,1.00,0.00,1
0.94,0.03,0.90,0.50,0.00,1
0.04,0.79,0.11,0.00,0.00,0
0.50,0.24,0.68,0.75,1.00,4
0.58,1.00,0.06,0.25,0.00,0
0.92,0.90,0.25,0.25,0.00,3
0.05,0.21,0.64,0.25,1.00,4
0.57,0.90,0.05,0.50,0.00,3
0.85,0.83,0.20,0.00,1.00,4
0.24,0.79,0.13,0.50,0.00,0
0.88,0.45,0.62,0.75,0.00,3
0.02,0.28,0.41,0.25,0.00,0
0.73,0.48,0.60,0.50,1.00,4
0.93,0.83,0.32,0.50,1.00,4
0.66,0.72,0.32,0.50,0.00,3
0.44,0.59,0.41,1.00,0.00,2
0.04,0.38,0.46,0.50,0.00,0
0.92,0.76,0.16,0.00,0.00,3
0.47,0.62,0.35,0.50,0.00,0
0.03,0.41,0.36,0.25,0.00,0
0.69,0.21,0.73,0.75,0.00,1
0.48,0.83,0.16,0.00,0.00,0
0.12,0.31,0.64,0.25,0.00,1
0.21,1.00,0.10,0.50,1.00,4
0.06,0.31,0.52,0.25,1.00,4
0.57,0.03,0.78,0.50,0.00,1
0.62,0.45,0.48,0.25,1.00,4
0.51,0.41,0.58,1.00,0.00,2
0.82,0.72,0.32,0.25,1.00,4
0.86,0.97,0.27,1.00,0.00,3
0.62,0.17,0.73,0.50,0.00,1
0.01,0.28,0.64,0.75,1.00,4
0.70,0.41,0.42,0.25,0.00,3
0.42,0.28,0.70,0.75,1.00,4
0.57,0.41,0.45,0.50,1.00,4
0.65,0.14,0.84,0.50,1.00,4
0.35,0.45,0.55,0.75,0.00,2
0.92,0.14,0.87,0.50,0.00,1
0.13,0.28,0.45,0.50,0.00,1
0.67,0.24,0.69,0.00,1.00,4
0.00,0.21,0.61,0.25,0.00,1
0.93,0.24,0.72,0.50,0.00,1
0.11,0.72,0.13,0.00,0.00,0
0.09,0.07,0.72,0.25,0.00,1
0.33,0.76,0.18,0.25,0.00,0
0.37,0.79,0.11,0.25,0.00,0
0.21,0.48,0.56,0.50,1.00,4
0.59,0.24,0.68,0.50,0.00,1
0.44,0.00,1.00,1.00,1.00,4
0.03,0.21,0.67,0.50,0.00,1
0.32,0.62,0.46,1.00,0.00,2
0.81,0.03,0.89,0.75,0.00,1
0.69,0.45,0.49,1.00,0.00,2
0.73,0.59,0.46,0.75,0.00,3
0.70,1.00,0.22,0.75,1.00,4
0.31,0.48,0.45,0.50,0.00,0
0.10,0.45,0.46,0.25,0.00,0
0.27,0.79,0.14,0.25,0.00,0
0.83,0.83,0.40,1.00,1.00,4
0.98,0.62,0.47,1.00,0.00,3
0.49,1.00,0.13,0.75,0.00,2
0.01,0.62,0.33,0.75,0.00,2
0.14,0.72,0.41,1.00,1.00,4
0.32,0.90,0.10,0.50,0.00,0
0.58,0.86,0.34,0.75,0.00,2
0.08,0.55,0.37,0.50,0.00,0
0.94,0.72,0.40,0.50,1.00,4
0.37,0.93,0.00,0.00,0.00,0
0.91,0.62,0.47,0.50,1.00,4
0.78,0.90,0.22,0.75,0.00,3
0.76,0.52,0.37,0.50,0.00,3
0.61,0.66,0.37,0.75,0.00,2
0.63,0.83,0.34,0.50,1.00,4
0.64,0.62,0.34,0.25,0.00,3
0.63,0.00,0.96,0.75,1.00,4
0.55,0.62,0.40,0.75,0.00,2
0.99,0.21,0.83,0.25,1.00,4
0.73,0.97,0.16,0.50,0.00,3
0.78,0.76,0.25,0.50,0.00,3
0.87,0.34,0.61,1.00,0.00,1
0.22,0.14,0.79,0.75,0.00,1
0.08,1.00,0.05,0.25,0.00,0
0.48,0.55,0.45,0.50,0.00,0
0.51,0.34,0.69,0.75,0.00,1
0.83,0.79,0.31,0.75,0.00,3
0.44,0.86,0.28,0.75,0.00,2
0.57,0.24,0.52,0.25,0.00,1
0.53,0.31,0.63,0.75,0.00,1
0.04,0.38,0.49,0.75,0.00,2
0.62,0.31,0.71,0.75,0.00,1
0.83,0.41,0.55,0.50,0.00,3
0.16,0.86,0.23,0.75,1.00,4
0.59,0.59,0.46,0.75,1.00,4
0.59,0.31,0.67,0.75,0.00,1
0.16,0.62,0.33,0.50,0.00,0
0.12,0.66,0.19,0.25,0.00,0
0.98,0.55,0.46,0.50,0.00,3
0.39,0.66,0.38,0.50,0.00,0
0.23,0.52,0.40,0.50,0.00,0
0.17,0.14,0.72,0.50,0.00,1
0.67,0.07,0.76,0.50,0.00,1
0.61,1.00,0.08,0.75,0.00,3
0.64,0.90,0.15,0.25,0.00,3
0.09,0.48,0.39,0.50,0.00,0
0.89,0.86,0.30,0.75,0.00,3
0.39,0.03,0.76,0.50,0.00,1
0.31,0.41,0.57,0.50,1.00,4
0.46,0.72,0.36,0.50,1.00,4
0.39,0.24,0.61,0.50,0.00,1
0.86,0.76,0.32,0.25,0.00,3
0.93,0.90,0.26,0.50,0.00,3
0.30,1.00,0.26,1.00,0.00,2
0.86,0.55,0.39,0.50,0.00,3
0.78,0.10,0.72,0.00,0.00,1
0.93,0.62,0.46,0.75,0.00,3
0.25,0.72,0.18,0.50,0.00,0
0.58,0.83,0.23,0.25,1.00,4
0.27,0.28,0.61,0.75,1.00,4
0.82,0.76,0.31,0.25,0.00,3
0.01,0.48,0.50,1.00,0.00,2
0.57,0.93,0.16,0.50,0.00,3
0.34,0.28,0.73,0.75,1.00,4
0.32,0.79,0.34,0.50,1.00,4
0.65,0.69,0.34,0.25,1.00,4
0.85,0.28,0.69,0.75,0.00,1
0.61,0.45,0.75,1.00,1.00,4
0.85,0.76,0.40,0.75,0.00,3
0.26,0.69,0.41,0.75,1.00,4
0.52,0.52,0.53,1.00,1.00,4
0.45,0.79,0.18,0.25,0.00,0
0.01,0.76,0.09,0.00,0.00,0
0.56,0.83,0.17,0.00,1.00,4
0.66,0.86,0.24,0.75,0.00,3
0.59,0.55,0.47,0.75,0.00,2
0.74,0.41,0.62,0.75,0.00,1
0.57,0.28,0.63,1.00,0.00,1
0.07,0.48,0.39,0.75,0.00,2
0.12,0.21,0.61,0.50,0.00,1
0.60,0.00,0.68,0.25,0.00,1
0.28,0.00,0.82,1.00,0.00,1
0.08,0.14,0.57,0.25,0.00,1
0.43,0.79,0.29,0.50,0.00,0
0.55,0.28,0.70,0.50,0.00,1
0.33,0.38,0.38,0.25,0.00,0
0.72,0.17,0.76,0.75,0.00,1
0.64,0.93,0.19,0.25,1.00,4
0.33,0.41,0.62,1.00,0.00,2
0.76,0.86,0.22,0.50,1.00,4
0.65,0.93,0.19,0.75,0.00,3
0.64,0.24,0.75,0.75,1.00,4
0.55,0.48,0.46,0.75,0.00,2
0.01,0.17,0.64,1.00,0.00,2
0.70,0.90,0.16,0.25,0.00,3
0.38,0.17,0.66,0.00,0.00,1
0.94,0.10,0.68,0.00,0.00,1
0.82,0.34,0.67,0.75,0.00,1
0.59,0.69,0.43,1.00,0.00,2
0.25,1.00,0.05,0.50,1.00,4
0.20,0.59,0.46,0.75,0.00,2
0.34,0.07,0.67,0.00,0.00,1
0.48,0.07,0.68,0.25,0.00,1
0.30,1.00,0.18,0.75,0.00,2
0.52,0.38,0.57,0.00,1.00,4
0.17,0.90,0.21,0.50,1.00,4
0.98,0.69,0.53,0.75,1.00,4
0.11,1.00,0.25,0.75,1.00,4
0.93,0.69,0.36,0.50,0.00,3
0.91,0.17,0.72,0.75,0.00,1
0.53,0.69,0.30,0.50,0.00,3
0.73,0.93,0.03,0.00,1.00,4
0.44,0.17,0.84,0.75,1.00,4
0.63,0.24,0.56,0.25,0.00,1
0.34,0.48,0.42,0.00,0.00,0
0.30,0.59,0.45,0.50,1.00,4
0.58,0.66,0.37,0.75,0.00,2
0.50,0.97,0.00,0.25,1.00,4
0.58,0.52,0.39,0.00,0.00,0
0.29,0.17,0.56,0.25,0.00,1
0.37,0.93,0.13,0.50,0.00,0
0.08,0.69,0.18,0.50,0.00,0
0.05,0.55,0.45,0.25,0.00,0
0.25,0.28,0.58,0.75,0.00,1
0.07,0.62,0.44,0.75,1.00,4
0.10,0.59,0.40,0.75,0.00,2
0.81,0.83,0.38,0.50,1.00,4
0.04,0.76,0.14,0.50,0.00,0
0.66,0.14,0.78,0.50,1.00,4
0.27,0.93,0.08,0.50,0.00,0
0.87,0.17,0.56,0.00,0.00,1
0.49,0.38,0.63,0.75,0.00,1
0.31,0.34,0.49,0.50,0.00,1
0.52,0.52,0.59,0.25,1.00,4
0.38,0.66,0.32,0.25,0.00,0
0.56,0.55,0.45,0.25,0.00,0
0.11,0.66,0.38,1.00,1.00,4
1.00,0.28,0.56,0.25,0.00,1
0.43,0.00,0.96,0.75,1.00,4
0.35,0.86,0.22,0.50,0.00,0
0.71,0.07,0.88,0.75,1.00,4
0.36,0.69,0.26,0.50,0.00,0
0.83,0.76,0.49,1.00,1.00,4
0.45,0.28,0.69,0.25,0.00,1
0.72,0.72,0.39,0.50,0.00,3
0.11,0.62,0.18,0.25,0.00,0
0.85,0.41,0.71,0.50,0.00,1
0.74,0.76,0.32,0.50,0.00,3
0.21,0.45,0.53,0.75,0.00,2
0.15,0.66,0.28,0.50,0.00,0
0.32,0.62,0.32,0.00,1.00,4
0.98,1.00,0.27,0.75,0.00,3
0.26,0.76,0.17,0.50,1.00,4
0.46,0.90,0.17,0.25,0.00,0
0.03,0.90,0.26,1.00,0.00,2
0.40,0.21,0.86,1.00,1.00,4
0.57,0.10,0.81,0.75,1.00,4
0.95,0.38,0.57,0.75,0.00,3
0.52,0.76,0.21,0.00,0.00,0
0.82,0.90,0.21,1.00,0.00,3
0.55,0.45,0.44,0.50,0.00,1
0.04,0.03,0.70,0.25,0.00,1
0.32,0.00,0.87,0.75,0.00,1
0.58,0.93,0.17,0.25,0.00,0
0.95,0.59,0.54,0.50,0.00,3
0.86,0.66,0.47,0.25,1.00,4
0.23,0.24,0.72,0.50,1.00,4
0.22,0.07,0.82,0.50,0.00,1
0.20,0.86,0.26,0.50,0.00,0
0.92,0.17,0.62,0.00,0.00,1
0.85,0.72,0.43,0.50,1.00,4
0.78,0.41,0.58,0.50,0.00,1
0.39,0.28,0.55,0.25,0.00,1
0.50,0.28,0.63,1.00,0.00,1
0.46,0.66,0.26,0.50,0.00,0
0.25,0.28,0.61,0.75,0.00,1
0.51,0.48,0.48,0.25,1.00,4
0.03,0.41,0.41,0.50,0.00,0
0.13,0.72,0.27,0.25,0.00,0
0.89,0.52,0.59,0.50,0.00,3
0.75,0.03,0.74,0.25,0.00,1
0.42,0.86,0.09,0.50,0.00,0
0.52,0.45,0.48,0.50,0.00,1
0.37,0.90,0.08,0.25,0.00,0
0.74,0.17,0.80,0.75,1.00,4
0.79,0.03,0.99,1.00,1.00,4
0.76,0.24,0.70,0.25,0.00,1
0.72,0.10,0.89,0.75,1.00,4
